file_size_bytes,file_extension,mime_type,creation_time_delta,entropy,num_strings,avg_string_length,printable_ratio,null_byte_ratio,number_of_sections,has_executable_flag,has_macros,imported_functions_count,suspicious_api_score,source_channel,user_privilege_level,access_time_category,class_label,split,record_id
3294931.0,.log,text/plain,136198.44163707312,0.875,2651.0,25.792883197883427,0.6682512369333893,0.1367299409172858,3.0,False,False,18.0,0.20061823428282904,internal,standard,recent,benign,train,synth-180
3170763.5999999996,.log,text/plain,92585.8008446396,1.0,1414.2,16.37074809274295,0.5449108872170929,0.014066223041728157,3.4,False,False,3.2,0.16032529544216237,web,standard,recent,benign,train,synth-211
10022453.0,.scr,application/octet-stream,22989.673311174025,1.0,172.0,24.71643445893504,0.24699707405378243,0.13359545700083508,3.0,True,False,30.0,0.9994078411770915,usb,elevated,recent,malware,train,synth-547
972700.0,.pdf,application/octet-stream,67645.29891858449,0.875,3599.0,11.564886983562277,0.7161359877908973,0.13657535040667146,1.0,False,False,8.0,0.4990447091951193,internal,standard,business_hours,policy_violation,train,synth-851
989146.0,.xlsx,application/pdf,165930.1297100159,0.875,1117.0,14.739537021181501,0.5286536658230423,0.15288032203911528,3.0,False,False,15.0,0.5648354215115565,internal,standard,business_hours,policy_violation,test,synth-869
310253.0,.bin,application/octet-stream,70878.11644730475,0.875,692.0,24.859076282998828,0.34807066524511243,0.22678150966665767,6.0,True,False,142.0,0.6158684839464534,email,system,recent,malware,train,synth-631
1350705.0,.log,text/csv,23273.820938882818,1.0,2930.0,25.439305773040495,0.7752042087011733,0.007101022034490638,2.0,False,False,18.0,0.19692564393579284,web,elevated,recent,benign,val,synth-376
2334004.0,.log,application/json,111076.8176836247,1.0,2396.0,20.832805290453123,0.5853137022964088,0.007612457232464869,2.0,False,False,4.0,0.07552562188353029,web,elevated,archival,benign,test,synth-466
593729.0,.cfg,text/csv,105615.53819167486,1.0,2612.0,18.360746678377225,0.8589793413229801,0.011930440430126959,3.0,False,False,16.0,0.17675395989130624,web,elevated,recent,benign,train,synth-390
2802460.0,.pptx,application/vnd.ms-excel,80030.7568715681,1.0,1258.0,17.794504189371377,0.7712575529583459,0.009127024340587214,3.0,False,False,11.0,0.22402229084931677,internal,standard,business_hours,policy_violation,train,synth-817
186345.0,.pptx,application/vnd.ms-excel,102965.59733790199,1.0,3765.0,23.489804334200375,0.9396541475746394,0.008039955068867117,2.0,False,False,5.0,0.4122902602607844,internal,standard,business_hours,policy_violation,test,synth-878
2430285.0,.dll,application/octet-stream,203952.1705986096,1.0,3658.0,26.12385336458864,0.6878980259330241,0.034925963219481576,5.0,False,False,79.0,0.44288919586018416,usb,elevated,recent,potentially_unwanted,train,synth-709
652854.0,.cfg,application/octet-stream,162512.1344366006,0.875,3793.0,20.220587393273007,0.6968728285523728,0.13450158947721932,4.0,False,False,19.0,0.2565802106050077,internal,standard,archival,benign,train,synth-16
1760028.0,.dll,application/x-dosexec,227675.08483211513,1.0,754.0,18.103237655793343,0.11173855382613976,0.08628018693088566,3.0,True,True,43.0,0.9828404997129584,usb,system,recent,malware,val,synth-637
956195.0,.pdf,application/vnd.ms-powerpoint,12425.45021716271,0.875,1721.0,12.970324997695098,0.5586534660269091,0.13210350956737735,1.0,False,False,38.0,0.5709680823988462,internal,standard,business_hours,policy_violation,train,synth-867
485609.0,.log,text/plain,13036.331487986768,1.0,1477.0,20.875526168689362,0.5989855752391778,0.016106120125438408,4.0,False,False,9.0,0.22720469817426062,internal,standard,recent,benign,train,synth-346
489429.0,.dll,application/x-msdownload,109751.26235793917,1.0,3021.0,21.197072989019784,0.5125357931560346,0.004512706410852338,4.0,True,False,67.0,0.5014610188152863,usb,standard,during_off_hours,potentially_unwanted,train,synth-774
616518.0,.exe,application/octet-stream,11730.17121788126,1.0,1838.0,17.910406425630764,0.5898687281524544,0.07416443947338525,5.0,False,False,53.0,0.4791365197729738,email,elevated,during_off_hours,potentially_unwanted,train,synth-785
1895749.0,.xlsx,application/vnd.ms-powerpoint,21933.43113319992,1.0,381.0,16.892866545474455,0.8967899681366216,0.0338943028570368,2.0,False,False,31.0,0.4806961970512676,email,standard,business_hours,policy_violation,test,synth-814
4492413.0,.log,text/csv,90258.54037029174,1.0,3970.0,15.380520176991418,0.6434364149213432,0.0007494895905387411,2.0,False,False,13.0,0.21269017550372274,internal,standard,archival,benign,train,synth-360
3289280.0,.dll,application/x-dosexec,55917.260657541105,1.0,727.0,19.26406975911836,0.17958934627647674,0.11347951674582474,3.0,True,False,59.0,0.6941574951764085,web,system,recent,malware,test,synth-691
1346192.0,.dll,application/octet-stream,125558.47115447334,1.0,2761.0,22.163713893648772,0.678700105934954,0.003195368515778707,4.0,True,False,27.0,0.4909125569340692,web,standard,during_off_hours,potentially_unwanted,train,synth-775
1186432.0,.docm,application/x-msdownload,81687.94888903329,0.875,990.0,15.216400820558198,0.44714348657926406,0.1697621798182845,2.0,True,True,28.0,0.642836386734104,web,standard,recent,potentially_unwanted,test,synth-795
2668809.0,.docx,application/vnd.ms-excel,146650.77457122412,1.0,1969.0,21.701121094254034,0.5881146054978074,0.023762090513099122,2.0,False,False,26.0,0.4695019764786637,internal,standard,business_hours,policy_violation,val,synth-843
2570824.0,.cfg,application/json,23622.263601633793,1.0,548.0,16.400566002811203,0.7100290793382189,0.018011720964717703,1.0,False,False,14.0,0.0014224452157826917,internal,standard,archival,benign,val,synth-275
4763068.0,.cfg,text/plain,3383.818776598273,1.0,501.0,21.964868938049825,0.7901294903421691,0.004631147885479543,1.0,False,False,7.0,0.12825855781214293,web,standard,recent,benign,train,synth-380
976310.0,.log,application/json,91382.91539194966,1.0,3966.0,19.207839990472145,0.8093309491686977,0.01858795599046744,3.0,False,False,17.0,0.049604682502773195,internal,elevated,recent,benign,train,synth-272
68135.0,.cfg,application/json,58187.43456243797,1.0,570.0,20.005739517816544,0.6867088365746455,0.017250020576756876,1.0,False,False,8.0,0.12267989279911709,internal,standard,recent,benign,train,synth-65
4348855.0,.csv,text/csv,72941.55289529693,1.0,3566.0,20.74751432687691,0.922641174983627,0.0046660156080131476,3.0,False,False,2.0,0.14517790396767574,web,elevated,archival,benign,train,synth-254
580256.0,.log,text/csv,153187.19567040744,1.0,366.0,18.694846128732802,0.5930185444964448,0.016793896391294007,1.0,False,False,16.0,0.16394375382027185,web,standard,recent,benign,val,synth-199
4319097.0,.pptx,application/octet-stream,49911.87445740841,0.875,696.0,28.704157859370348,0.7264632859451199,0.13702345793369802,5.0,False,True,10.0,0.466887355075286,internal,elevated,recent,confidential_suspected,train,synth-962
6388823.0,.exe,application/octet-stream,128727.83203750412,1.0,3883.0,14.084037751663299,0.44352998624800616,0.04332448071279723,2.0,True,False,23.0,0.7109406506218114,web,standard,recent,potentially_unwanted,train,synth-707
2405007.0,.bin,application/x-dosexec,14526.855691684308,1.0,774.0,12.532241835362248,0.13542219673537362,0.13496509347893848,5.0,True,False,196.0,0.6878405464653854,web,system,recent,malware,train,synth-502
9557234.0,.dll,application/x-dosexec,5277.5652619702305,1.0,677.0,17.403941758347116,0.1291188361295357,0.09507295674502564,5.0,True,False,170.0,0.8330134048073088,email,elevated,recent,malware,train,synth-679
2229896.0,.pptx,application/vnd.ms-powerpoint,24399.362860062094,1.0,2435.0,20.168925756960697,0.45886518080553984,0.014188234813144508,3.0,True,True,38.0,0.35396074126003535,internal,standard,business_hours,policy_violation,train,synth-848
10047964.0,.bin,application/octet-stream,64240.61087715041,1.0,148.0,18.141602601242386,0.2775692547759411,0.02938827199592966,7.0,True,False,172.0,0.9792818989009219,web,elevated,recent,malware,train,synth-537
429025.0,.csv,application/json,15204.138745873119,1.0,2272.0,26.92343991925108,0.5717167358406066,0.0035277698927487712,2.0,False,False,11.0,0.034314208309912414,web,standard,recent,benign,train,synth-462
659521.0,.pdf,application/vnd.ms-powerpoint,59500.715376794455,1.0,4277.0,33.63476906137792,0.8975197983689371,0.026185263990513026,2.0,False,False,30.0,0.3165439877371579,internal,standard,business_hours,policy_violation,test,synth-809
5160881.0,.txt,text/csv,128834.21948355042,1.0,2977.0,15.307125295058247,0.6835259276648549,0.013505039115915385,4.0,False,False,10.0,0.20155528456840946,web,standard,archival,benign,train,synth-182
6088947.0,.docm,application/octet-stream,3772.8947078429337,1.0,3888.0,17.892451403896594,0.7969263226174421,0.07013887848572899,3.0,False,True,55.0,0.3222732580906521,web,elevated,during_off_hours,potentially_unwanted,val,synth-794
1030081.0,.txt,application/json,51011.15535387688,1.0,558.0,13.223301643700736,0.8929392835063977,0.006707881463628524,3.0,False,False,19.0,0.0881362501099636,internal,standard,archival,benign,val,synth-71
257202.0,.exe,application/x-msdownload,82642.75438280613,1.0,977.0,24.863487622955226,0.458847400966409,0.05456802163756385,2.0,False,False,55.0,0.42266772184912715,usb,standard,recent,potentially_unwanted,train,synth-704
4132974.0,.csv,text/plain,31058.050177929937,1.0,2179.0,19.059409351939962,0.647077732423025,0.018475696905432576,4.0,False,False,10.0,0.1050536377793975,web,elevated,recent,benign,train,synth-417
1119250.0,.txt,application/json,63310.447298930274,1.0,3038.0,8.960164853524006,0.6461522957894786,0.0003975536103050237,2.0,True,False,1.0,0.09212171927680693,internal,elevated,recent,benign,val,synth-131
6260926.0,.exe,application/x-msdownload,42834.622059911904,1.0,2565.0,27.462985584008877,0.8384490105335805,0.06119974713031923,6.0,False,False,56.0,0.4023895611182824,email,elevated,during_off_hours,potentially_unwanted,train,synth-755
4215804.0,.csv,text/plain,115836.45223758512,1.0,1589.0,17.50345578294115,0.7665970671685287,0.008297209034187101,1.0,False,False,0.0,0.15178386719819248,web,elevated,recent,benign,train,synth-44
3819886.0,.csv,application/json,38526.68696130219,1.0,952.0,28.965564163641464,0.6440397744137998,0.008329284127182061,2.0,False,False,14.0,0.10901407940554178,internal,elevated,archival,benign,test,synth-196
1386996.0,.docx,application/vnd.ms-powerpoint,20596.008546723868,1.0,5088.0,19.308732799213843,0.6586148532071334,0.019621682453676383,3.0,True,True,36.0,0.23577446259214466,email,standard,business_hours,policy_violation,train,synth-830
1575056.0,.pdf,application/pdf,27333.887656000225,1.0,5432.0,25.492328116708016,0.896671506328953,0.009924522288239875,3.0,False,True,6.0,0.2813644975266404,email,standard,business_hours,policy_violation,val,synth-889
8484877.0,.exe,application/x-dosexec,13859.851195646857,1.0,311.0,11.651059841797608,0.5838402438349719,0.019804273944743166,3.0,True,False,148.0,0.7199870051088898,usb,system,recent,malware,train,synth-561
6099592.0,.pdf,application/zip,14637.955293883831,1.0,4526.0,8.62854061920515,0.7828389940046687,0.014881139837825201,1.0,False,False,2.0,0.2239986007327029,internal,standard,recent,confidential_suspected,test,synth-946
3303514.0,.log,application/json,82171.84678554698,1.0,2891.0,15.968280443348736,0.5836144655329121,0.009032740791775238,1.0,False,False,0.0,0.07323102349052316,web,elevated,archival,benign,train,synth-234
2886676.0,.csv,application/octet-stream,78138.82090440726,0.875,1522.0,25.258118823968555,0.696442831371901,0.1350352284496258,1.0,True,False,9.0,0.13188680229721123,internal,standard,recent,benign,train,synth-123
3569443.0,.log,application/json,145759.80458456711,1.0,3481.0,19.334686865432243,0.6628417177033734,0.0022143815171255235,2.0,False,False,0.0,0.1825197040257956,web,elevated,archival,benign,test,synth-357
2972636.0,.cfg,text/csv,163655.55813083742,1.0,3006.0,13.745360150291667,0.8219858484675753,0.0051567150399341255,2.0,False,False,3.0,0.1096127749376059,internal,standard,recent,benign,train,synth-128
880765.2,.csv,application/json,49677.63879876983,1.0,2353.0,19.53500078109416,0.6593827655567909,0.009972878741233048,2.8,False,False,5.6,0.1867706006416055,web,standard,archival,benign,train,synth-266
444120.0,.exe,application/x-dosexec,21003.354741516945,1.0,544.0,18.723474310087802,0.41818076885947353,0.058457380828520755,5.0,True,True,160.0,0.9638116610159458,web,system,recent,malware,train,synth-611
4428281.0,.cfg,text/plain,143348.99309213823,1.0,3966.0,18.760486542346058,0.9331533687073379,0.011722825203735576,1.0,False,False,4.0,0.15468689341693306,web,standard,recent,benign,test,synth-209
2700641.0,.txt,text/plain,179805.68011952564,1.0,3741.0,20.45598270936754,0.6637568041241789,0.013486702152499221,4.0,False,False,15.0,0.04512338055355844,web,standard,archival,benign,train,synth-230
989947.0,.pdf,application/vnd.ms-excel,131837.9329139231,1.0,694.0,15.985436798192243,0.655026816901201,0.00782771678279851,1.0,False,False,29.0,0.2620448807436835,internal,standard,business_hours,policy_violation,val,synth-803
51337.0,.log,application/json,36383.95845738956,1.0,2959.0,25.19738946793942,0.7303957708939861,0.005355516085366121,1.0,False,False,7.0,0.050934323991320196,internal,standard,recent,benign,train,synth-140
1912786.0,.pptx,application/vnd.ms-powerpoint,89726.65083056717,1.0,5876.0,22.97648228846827,0.4787863162196303,0.0024878804891735,1.0,True,False,6.0,0.3221980466813653,internal,standard,business_hours,policy_violation,train,synth-891
6730103.0,.zip,application/msword,42743.47778745345,1.0,9645.0,11.640157322284555,0.6919321627799581,0.005503458016993052,5.0,False,True,13.0,0.30686656174529114,email,elevated,recent,confidential_suspected,train,synth-967
2235137.0,.bin,application/octet-stream,247959.00572423893,1.0,787.0,19.975183365803797,0.3746045814690222,0.035149243446089655,6.0,False,True,74.0,0.7476556076095363,usb,elevated,recent,malware,train,synth-695
3252905.8,.log,text/plain,150537.08042226487,1.0,3194.0,22.90664390947414,0.6170633784248772,0.012088149232431362,4.0,False,False,8.8,0.1690064335000204,internal,standard,archival,benign,val,synth-119
2722535.0,.csv,application/json,122868.48463810365,1.0,1051.0,13.540942812491023,0.7148010780893842,0.0077284725396923725,1.0,False,False,1.0,0.1713903044155936,web,elevated,archival,benign,train,synth-187
3641665.0,.txt,text/plain,95944.09220740547,1.0,3963.0,19.113182752781977,0.8221948952655338,0.009745285098256458,1.0,False,False,10.0,0.0028472342423113417,internal,standard,archival,benign,train,synth-215
483045.0,.cfg,application/json,244441.6824031066,1.0,222.0,26.068403772230496,0.8960748788867805,0.010626491112629772,4.0,False,False,17.0,0.051617272085502874,internal,elevated,recent,benign,train,synth-146
16408456.0,.zip,application/pdf,19285.22412213114,1.0,6139.0,14.903336771920088,0.9302767924749342,0.006961311533173638,1.0,False,True,1.0,0.4644302917971942,cloud,elevated,archival,confidential_suspected,test,synth-908
5203167.0,.pdf,application/pdf,17213.013628381537,1.0,3669.0,16.423273248031034,0.7878857399147531,0.02473587033400521,1.0,False,False,3.0,0.3453808593172002,internal,elevated,archival,confidential_suspected,train,synth-903
1473700.0,.cfg,text/plain,51902.981105652005,1.0,861.0,18.39848036546125,0.5377461730654558,0.009805510210696656,2.0,False,False,5.0,0.024031133889114847,internal,elevated,archival,benign,train,synth-312
1363079.0,.log,text/csv,100281.58027477909,1.0,2367.0,22.397054832843683,0.7085363181713079,0.012491693407510787,4.0,False,False,3.0,0.19608446129895526,internal,standard,archival,benign,train,synth-23
1666128.0,.cfg,text/csv,162766.85579904573,1.0,2658.0,19.440733165378504,0.8066804329638423,0.00934676557216442,4.0,False,False,1.0,0.12715788520942448,internal,standard,recent,benign,train,synth-423
4951648.0,.log,text/plain,71887.64326119315,1.0,1258.0,15.062893327511077,0.5575397751106798,0.008359939135392134,4.0,False,False,18.0,0.24322654476273925,internal,elevated,archival,benign,train,synth-176
8001740.0,.dll,application/x-dosexec,7387.649410001104,1.0,434.0,18.30430128694031,0.5989942013038168,0.11155751301555505,8.0,True,False,106.0,0.6626962723414163,web,system,recent,malware,train,synth-552
4043868.0,.log,application/json,197660.00082635356,1.0,3856.0,2.7413595553686534,0.5851335244947693,0.019240151728824203,2.0,False,False,16.0,0.2199780780749404,web,elevated,recent,benign,train,synth-398
2174021.0,.txt,text/csv,92959.10436579271,1.0,838.0,10.518828110315383,0.6595687396208414,0.014998306400453274,1.0,False,False,8.0,0.024518110448248198,web,standard,archival,benign,train,synth-351
188990.0,.exe,application/x-dosexec,50673.04383281822,1.0,260.0,15.48793873984895,0.2935915948422816,0.05140563023116579,4.0,True,True,200.0,0.615354048538173,usb,system,recent,malware,train,synth-528
4527361.0,.exe,application/x-dosexec,42404.19879921969,1.0,14.0,20.09426078999985,0.13981302882919197,0.12865812658535325,8.0,True,False,161.0,0.7972986844962331,web,system,recent,malware,test,synth-562
2295959.0,.txt,application/json,135637.72807824265,1.0,1531.0,19.14008273000552,0.8354209683606153,0.016178800650955595,2.0,False,False,3.0,0.14176316013936782,web,elevated,archival,benign,val,synth-320
2366069.0,.msi,application/x-msdownload,46334.10255653922,1.0,3534.0,12.867759174332484,0.6776667690202249,0.05694213630594845,6.0,True,False,46.0,0.36360700701568416,usb,standard,recent,potentially_unwanted,train,synth-790
2186433.0,.docx,application/pdf,25915.920898932665,1.0,3875.0,10.186936202660872,0.8177058911394284,0.025609010551939367,1.0,False,False,6.0,0.2869198412926883,internal,standard,business_hours,policy_violation,train,synth-863
4780757.0,.dll,application/octet-stream,25708.63736581565,0.875,254.0,17.008247927162543,0.4234336921776324,0.16267143764440878,2.0,False,False,75.0,0.580234043608064,internal,standard,during_off_hours,potentially_unwanted,train,synth-713
1988104.0,.txt,application/octet-stream,24472.977474003652,0.875,3870.0,22.909228968577363,0.54677153584372,0.12749286031589221,1.0,False,False,9.0,0.1904829085913617,internal,standard,recent,benign,test,synth-446
2952958.0,.pdf,application/zip,100802.6777271006,1.0,9792.0,19.294093668941954,0.572784317163118,0.029908993212426096,4.0,False,False,11.0,0.48539419599485134,cloud,standard,recent,confidential_suspected,train,synth-958
2248119.0,.log,text/plain,237.6480244686245,1.0,2806.6,21.787485792898323,0.9086791955851277,0.009899862426318797,1.0,False,False,4.6,0.16746664715616424,internal,standard,recent,benign,train,synth-92
467508.0,.log,text/csv,78287.41969896559,1.0,1313.0,24.49457667973931,0.7968407588120314,0.011140697463414053,3.0,False,False,19.0,0.23660534194543806,web,elevated,archival,benign,train,synth-392
1761695.0,.csv,text/plain,90773.48331742545,1.0,87.0,24.388024843479513,0.5772035560443391,0.0006370807680902701,1.0,False,False,1.0,0.11648291891019741,internal,standard,recent,benign,test,synth-255
3749390.0,.txt,text/plain,39498.33948267608,1.0,122.0,12.57449062292874,0.6767560567486168,0.005400663892413829,3.0,False,False,14.0,0.17948761652480638,web,standard,archival,benign,train,synth-429
3601948.0,.txt,text/plain,100835.88869053514,1.0,3932.0,25.628492052318798,0.6554242965646385,0.017884297140878472,4.0,False,True,1.0,0.19877806952546245,internal,elevated,archival,benign,val,synth-340
6308083.0,.scr,application/octet-stream,68426.80065468226,1.0,253.0,20.843594684834343,0.47785999754113206,0.05715828239335144,6.0,True,False,151.0,0.6918886528927444,email,system,recent,malware,train,synth-598
14467989.0,.xlsx,application/msword,270701.44590865076,1.0,4770.0,17.662710284830194,0.5877986907729108,0.026863908848909,2.0,False,False,12.0,0.34874061901541137,cloud,elevated,recent,confidential_suspected,train,synth-960
4170717.0,.log,text/csv,156111.85855314683,1.0,1556.0,22.100763879452476,0.8894453705000844,0.011076361824185846,4.0,False,False,6.0,0.23572899225123353,internal,elevated,archival,benign,train,synth-433
483676.0,.docx,application/pdf,122832.34014336887,1.0,3434.0,21.444315202152385,0.5449677006629541,0.033199759646403176,1.0,False,False,37.0,0.3517839165982887,email,standard,business_hours,policy_violation,train,synth-816
8688832.0,.docx,application/pdf,60354.76207338041,1.0,3528.0,14.432793619067954,0.8559027575050078,0.022117617844845977,4.0,False,False,3.0,0.23061307631092465,email,standard,archival,confidential_suspected,train,synth-949
2015289.0,.txt,text/csv,171943.23684365908,1.0,890.0,19.93678127928952,0.5870473160099224,0.012821732415292636,3.0,False,False,3.0,0.16799865944519285,internal,elevated,recent,benign,train,synth-136
3987762.0,.txt,text/plain,56177.46588720925,1.0,1941.0,12.927560630976066,0.8883479429941324,0.009091762570316596,4.0,False,False,3.0,0.03296385960852319,internal,standard,recent,benign,train,synth-216
87257.0,.scr,application/x-dosexec,57786.430242505594,1.0,676.0,25.585042830034883,0.35613951671371546,0.05590912662553555,9.0,True,False,114.0,0.7108955937423649,email,system,recent,malware,test,synth-575
860635.0,.cfg,application/json,89480.86104932793,1.0,1359.0,20.694521258398296,0.9209408592731798,0.018833841991742595,4.0,False,False,3.0,0.15799608694350276,internal,standard,archival,benign,train,synth-79
4807429.0,.txt,application/json,172249.78353388284,1.0,3257.0,23.747095209937328,0.7441059179744766,0.016133754164226976,4.0,False,False,12.0,0.043620514395995874,web,standard,recent,benign,train,synth-323
5734447.0,.scr,application/x-dosexec,100795.36776813352,1.0,135.0,13.249197290094124,0.12040295370878448,0.02437599545601903,4.0,True,False,156.0,0.9640034391290887,email,elevated,recent,malware,val,synth-557
1153448.0,.csv,text/csv,168631.812112958,1.0,2787.0,16.659769761542965,0.6638810415457175,0.002281615790192271,1.0,False,False,12.0,0.1612335374919827,internal,elevated,archival,benign,train,synth-321
6988000.0,.zip,application/msword,145175.2351643968,1.0,3572.0,10.100770252590962,0.9226134054394886,0.018844789523835833,3.0,False,False,9.0,0.28917241455764997,internal,standard,archival,confidential_suspected,train,synth-957
559670.0,.csv,application/json,64388.85288735211,1.0,273.0,24.069420236319115,0.9428207212520368,0.0007036041714470853,1.0,False,False,18.0,0.0989476901134263,web,elevated,archival,benign,train,synth-425
600969.0,.pdf,application/pdf,233960.9544050707,1.0,4685.0,19.71440938698741,0.702885458334296,0.002748889306373653,2.0,False,False,21.0,0.47711075852640233,email,standard,business_hours,policy_violation,val,synth-819
7788276.0,.exe,application/octet-stream,16260.354473342624,1.0,579.0,19.71108186285244,0.5733672169357299,0.014069443924646501,7.0,True,False,86.0,0.8865274538455771,usb,system,recent,malware,train,synth-663
441916.0,.csv,text/csv,60991.29952019287,1.0,1862.0,19.902270070124196,0.9214414818538414,0.004600270075149669,2.0,True,False,5.0,0.18309568003391488,web,elevated,archival,benign,test,synth-93
3473029.0,.bin,application/octet-stream,53466.30994498331,1.0,612.0,18.29023264541309,0.11627285766636028,0.040807049129946926,3.0,True,False,184.0,0.6468064410695856,email,elevated,recent,malware,train,synth-564
4895495.0,.dll,application/x-dosexec,100442.6258453806,1.0,371.0,31.306239447754333,0.2849010890568615,0.010810258932995103,7.0,True,False,43.0,0.852491096783002,web,system,recent,malware,train,synth-632
921377.0,.csv,text/csv,37779.088130840064,1.0,82.0,20.17901482639091,0.6736156405304536,0.015640189132839388,1.0,False,False,13.0,0.21809497511685724,internal,elevated,recent,benign,train,synth-347
859460.0,.pptx,application/pdf,14437.357279345088,1.0,4666.0,17.54531355091653,0.7161908923462394,0.03339319867680064,3.0,False,False,1.0,0.3351689080531389,internal,standard,business_hours,policy_violation,train,synth-880
